_id,TURU,KURTARMA TURU,BILDIRIM TARIHI,MAHALLE
368,KURTARMA,Hayvan Kurtarma,28.05.2024,BAGLARBASI
369,KURTARMA,Hayvan Kurtarma,6.06.2024,BESTEPE
370,KURTARMA,Hayvan Kurtarma,21.12.2024,KARATAS
371,KURTARMA,Hayvan Kurtarma,6.12.2024,YEDITEPE
372,KURTARMA,Hayvan Kurtarma,25.09.2024,GÜNEYKENT
373,KURTARMA,Hayvan Kurtarma,25.09.2024,AKKENT
374,KURTARMA,Hayvan Kurtarma,4.09.2024,ERTUGRULGAZI
375,KURTARMA,Hayvan Kurtarma,4.04.2024,KARATAS
376,KURTARMA,Hayvan Kurtarma,20.03.2024,IBN-I SINA
377,KURTARMA,Hayvan Kurtarma,23.03.2024,SAHINTEPE
378,KURTARMA,Hayvan Kurtarma,7.04.2024,AKKENT
379,KURTARMA,Hayvan Kurtarma,23.08.2024,AKKENT
380,KURTARMA,Hayvan Kurtarma,26.08.2024,ERTUGRULGAZI
381,KURTARMA,Sel/Su Baskını,10.04.2024,SAHINTEPE
382,KURTARMA,Sel/Su Baskını,28.05.2024,SAHINTEPE
383,KURTARMA,Sel/Su Baskını,30.07.2024,ERTUGRULGAZI
384,KURTARMA,Sel/Su Baskını,5.08.2024,BÜLBÜLZADE
385,KURTARMA,Hayvan Kurtarma,27.07.2024,GÜNES
386,KURTARMA,Hayvan Kurtarma,16.08.2024,BÜLBÜLZADE
387,KURTARMA,Diğer Görevler,16.05.2024,75.YIL
388,KURTARMA,Kapı Açma,29.08.2024,SAHINTEPE
389,KURTARMA,Hayvan Kurtarma,10.05.2024,KARATAS
390,KURTARMA,Hayvan Kurtarma,16.05.2024,IBN-I SINA
391,KURTARMA,Hayvan Kurtarma,13.05.2024,AKKENT
392,KURTARMA,Hayvan Kurtarma,16.05.2024,BÜLBÜLZADE
393,KURTARMA,Hayvan Kurtarma,25.04.2024,IBN-I SINA
394,KURTARMA,Hayvan Kurtarma,28.04.2024,KARATAS
395,KURTARMA,Trafik Kazası,19.09.2024,BÜLBÜLZADE
396,KURTARMA,Hayvan Kurtarma,25.05.2024,SAHINBEY
397,KURTARMA,Hayvan Kurtarma,18.07.2024,SAHINBEY
398,KURTARMA,Hayvan Kurtarma,5.06.2024,SARIGÜLLÜK
399,KURTARMA,Hayvan Kurtarma,19.06.2024,8 SUBAT
400,KURTARMA,Hayvan Kurtarma,13.11.2024,PIRSULTAN
401,KURTARMA,Kapalı Alanda Mahsur Kalma,16.11.2024,MÜCAHITLER
402,KURTARMA,Kapalı Alanda Mahsur Kalma,19.11.2024,AKTOPRAK
403,KURTARMA,Kapalı Alanda Mahsur Kalma,19.06.2024,ÇAMLITEPE
404,KURTARMA,Kapalı Alanda Mahsur Kalma,19.06.2024,OSMANGAZI
405,KURTARMA,Kapalı Alanda Mahsur Kalma,21.04.2024,BATIKENT
406,KURTARMA,Kapalı Alanda Mahsur Kalma,21.04.2024,BATIKENT
407,KURTARMA,Diğer Kurtarmalar,20.04.2024,FISTIKLIK
408,KURTARMA,Hayvan Kurtarma,20.04.2024,SAM
409,KURTARMA,Asansörde Mahsur Kalma,21.08.2024,FISTIKLIK
410,KURTARMA,Asansörde Mahsur Kalma,21.08.2024,MÜCAHITLER
411,KURTARMA,Asansörde Mahsur Kalma,25.06.2024,PANCARLI
412,KURTARMA,Asansörde Mahsur Kalma,1.07.2024,GAZILER
413,KURTARMA,Kapalı Alanda Mahsur Kalma,13.08.2024,8 SUBAT
414,KURTARMA,Kapalı Alanda Mahsur Kalma,12.08.2024,KARSIYAKA
415,KURTARMA,Kapalı Alanda Mahsur Kalma,26.05.2024,KARACAAHMET
416,KURTARMA,Sel/Su Baskını,5.09.2024,BASPINAR(ORGANIZE)OSB
417,KURTARMA,Sel/Su Baskını,11.04.2024,BASPINAR(ORGANIZE)OSB
418,KURTARMA,Hayvan Kurtarma,26.10.2024,DEGIRMIÇEM
419,KURTARMA,Hayvan Kurtarma,23.10.2024,KARACAAHMET
420,KURTARMA,Hayvan Kurtarma,10.11.2024,KARACAAHMET
421,KURTARMA,Hayvan Kurtarma,29.10.2024,KAYAÖNÜ
422,KURTARMA,Hayvan Kurtarma,12.01.2024,PIRSULTAN
423,KURTARMA,Hayvan Kurtarma,4.11.2024,BATIKENT
424,KURTARMA,Hayvan Kurtarma,1.12.2024,SELIMIYE
425,KURTARMA,Hayvan Kurtarma,23.02.2024,KARACAAHMET
426,KURTARMA,Hayvan Kurtarma,3.03.2024,BOYNO
427,KURTARMA,Hayvan Kurtarma,5.04.2024,MÜCAHITLER
428,KURTARMA,Hayvan Kurtarma,5.04.2024,GÜVENEVLER
429,KURTARMA,Hayvan Kurtarma,21.03.2024,KARACAOGLAN
430,KURTARMA,Hayvan Kurtarma,6.03.2024,PIRSULTAN
431,KURTARMA,Hayvan Kurtarma,2.10.2024,DEGIRMIÇEM
432,KURTARMA,Hayvan Kurtarma,30.01.2024,ATATÜRK
433,KURTARMA,Hayvan Kurtarma,31.12.2024,SAM
434,KURTARMA,Hayvan Kurtarma,28.12.2024,SELIMIYE
435,KURTARMA,Hayvan Kurtarma,19.12.2024,PIRSULTAN
436,KURTARMA,Hayvan Kurtarma,11.10.2024,SELIMIYE
437,KURTARMA,Hayvan Kurtarma,11.10.2024,GÜVENEVLER
438,KURTARMA,Hayvan Kurtarma,8.10.2024,GAZILER
439,KURTARMA,Hayvan Kurtarma,14.10.2024,ÇAMLITEPE
440,KURTARMA,Hayvan Kurtarma,17.10.2024,MÜCAHITLER
441,KURTARMA,Hayvan Kurtarma,26.05.2024,GÜVENEVLER
442,KURTARMA,Hayvan Kurtarma,29.05.2024,PANCARLI
443,KURTARMA,Hayvan Kurtarma,25.06.2024,ATATÜRK
444,KURTARMA,Hayvan Kurtarma,25.06.2024,ATATÜRK
445,KURTARMA,Hayvan Kurtarma,25.06.2024,KAYAÖNÜ
446,KURTARMA,Hayvan Kurtarma,25.12.2024,KAYAÖNÜ
447,KURTARMA,Trafik Kazası,8.02.2024,SAM
448,KURTARMA,Trafik Kazası,1.06.2024,MÜCAHITLER
449,KURTARMA,Trafik Kazası,18.04.2024,BASPINAR(ORGANIZE)OSB
450,KURTARMA,Trafik Kazası,5.04.2024,GÜVENEVLER
451,KURTARMA,Kapalı Alanda Mahsur Kalma,12.03.2024,GAZILER
452,KURTARMA,Kapalı Alanda Mahsur Kalma,18.03.2024,KARACAÖREN
453,KURTARMA,Kapalı Alanda Mahsur Kalma,26.02.2024,KARACAAHMET
454,KURTARMA,Kapalı Alanda Mahsur Kalma,22.03.2024,DEGIRMIÇEM
455,KURTARMA,Asansörde Mahsur Kalma,7.01.2024,BATIKENT
456,KURTARMA,Asansörde Mahsur Kalma,26.10.2024,PANCARLI
457,KURTARMA,Kapalı Alanda Mahsur Kalma,27.10.2024,BASPINAR(ORGANIZE)OSB
458,KURTARMA,Kapalı Alanda Mahsur Kalma,12.01.2024,MEVLANA
459,KURTARMA,Kapalı Alanda Mahsur Kalma,18.01.2024,BATIKENT
460,KURTARMA,Kapalı Alanda Mahsur Kalma,14.10.2024,ATATÜRK
461,KURTARMA,Kapalı Alanda Mahsur Kalma,20.09.2024,FISTIKLIK
462,KURTARMA,Hayvan Kurtarma,8.05.2024,ATATÜRK
463,KURTARMA,Hayvan Kurtarma,8.05.2024,PIRSULTAN
464,KURTARMA,Hayvan Kurtarma,11.05.2024,PIRSULTAN
465,KURTARMA,Hayvan Kurtarma,11.05.2024,SELIMIYE
466,KURTARMA,Hayvan Kurtarma,11.05.2024,MÜCAHITLER
467,KURTARMA,Hayvan Kurtarma,1.06.2024,8 SUBAT
468,KURTARMA,Hayvan Kurtarma,1.06.2024,EYÜPSULTAN
469,KURTARMA,Trafik Kazası,21.05.2024,KARPUZKAYA
470,KURTARMA,Trafik Kazası,7.01.2024,BASPINAR(ORGANIZE)OSB
471,KURTARMA,Trafik Kazası,1.12.2024,ONAT KUTLAR
472,KURTARMA,Hayvan Kurtarma,17.05.2024,BEYLERBEYI
473,KURTARMA,Hayvan Kurtarma,20.05.2024,KAYAÖNÜ
474,KURTARMA,Trafik Kazası,6.08.2024,YIGINLI
475,KURTARMA,Trafik Kazası,11.07.2024,YAMAÇTEPE
476,KURTARMA,Trafik Kazası,17.09.2024,TASLICA
477,KURTARMA,Diğer Kurtarmalar,26.07.2024,MÜCAHITLER
478,KURTARMA,Diğer Kurtarmalar,20.05.2024,FISTIKLIK
479,KURTARMA,Asansörde Mahsur Kalma,15.03.2024,KARACAOGLAN
480,KURTARMA,Asansörde Mahsur Kalma,11.10.2024,KARACAAHMET
481,KURTARMA,Asansörde Mahsur Kalma,21.09.2024,DEGIRMIÇEM
482,KURTARMA,Kapalı Alanda Mahsur Kalma,29.05.2024,PANCARLI
483,KURTARMA,Sel/Su Baskını,8.09.2024,IBRAHIMLI
484,KURTARMA,İntihar,31.12.2024,GÜVENEVLER
485,KURTARMA,Diğer Kurtarmalar,26.05.2024,ATATÜRK
486,KURTARMA,Diğer Kurtarmalar,1.06.2024,8 SUBAT
487,KURTARMA,Diğer Kurtarmalar,1.07.2024,8 SUBAT
488,KURTARMA,Kapalı Alanda Mahsur Kalma,4.07.2024,ALPASLAN
489,KURTARMA,Kapalı Alanda Mahsur Kalma,10.07.2024,DEGIRMIÇEM
490,KURTARMA,Asansörde Mahsur Kalma,25.07.2024,ÇAMLITEPE
491,KURTARMA,Asansörde Mahsur Kalma,5.05.2024,ÇAMLITEPE
492,KURTARMA,Sel/Su Baskını,11.04.2024,EYDIBABA
493,KURTARMA,Sel/Su Baskını,11.04.2024,KARSIYAKA
494,KURTARMA,Sel/Su Baskını,11.04.2024,KAYAÖNÜ
495,KURTARMA,Sel/Su Baskını,11.04.2024,KAYAÖNÜ
496,KURTARMA,Sel/Su Baskını,11.04.2024,8 SUBAT
497,KURTARMA,Sel/Su Baskını,11.04.2024,KARSIYAKA
498,KURTARMA,Sel/Su Baskını,11.04.2024,BASPINAR(ORGANIZE)OSB
499,KURTARMA,Sel/Su Baskını,11.04.2024,KAYAÖNÜ
500,KURTARMA,Sel/Su Baskını,5.09.2024,BASPINAR(ORGANIZE)OSB
501,KURTARMA,Sel/Su Baskını,5.09.2024,BASPINAR(ORGANIZE)OSB
502,KURTARMA,Diğer Kurtarmalar,25.12.2024,BASPINAR(ORGANIZE)OSB
503,KURTARMA,İş Kazası,31.01.2024,BASPINAR(ORGANIZE)OSB
504,KURTARMA,Kapalı Alanda Mahsur Kalma,10.12.2024,BOYNO
505,KURTARMA,Trafik Kazası,23.06.2024,ASMACIK
506,KURTARMA,Hayvan Kurtarma,17.06.2024,YAGDÖVER
507,KURTARMA,Hayvan Kurtarma,17.02.2024,KAVAKLIK
508,KURTARMA,Hayvan Kurtarma,27.12.2024,ALLEBEN
509,KURTARMA,Hayvan Kurtarma,27.12.2024,GÜNES
510,KURTARMA,Kapalı Alanda Mahsur Kalma,16.02.2024,ÖGRETMENEVLERI
511,KURTARMA,Kapalı Alanda Mahsur Kalma,13.02.2024,KAVAKLIK
512,KURTARMA,Diğer Kurtarmalar,15.11.2024,15 TEMMUZ
513,KURTARMA,Diğer Kurtarmalar,31.05.2024,ISTIKLAL
514,KURTARMA,Kapalı Alanda Mahsur Kalma,30.06.2024,YUKARIBAYIR
515,KURTARMA,Kapalı Alanda Mahsur Kalma,3.07.2024,ALLEBEN
516,KURTARMA,Diğer Kurtarmalar,25.04.2024,MIMAR SINAN
517,KURTARMA,Kapalı Alanda Mahsur Kalma,27.07.2024,ISTIKLAL
518,KURTARMA,Kapalı Alanda Mahsur Kalma,26.05.2024,KOLEJTEPE
519,KURTARMA,Kapalı Alanda Mahsur Kalma,22.05.2024,BINEVLER
520,KURTARMA,İntihar,16.04.2024,YESILEVLER
521,KURTARMA,Kapalı Alanda Mahsur Kalma,25.04.2024,KAVAKLIK
522,KURTARMA,Asansörde Mahsur Kalma,12.07.2024,BINEVLER
523,KURTARMA,Asansörde Mahsur Kalma,12.07.2024,DEGIRMIÇEM
524,KURTARMA,Asansörde Mahsur Kalma,19.04.2024,15 TEMMUZ
525,KURTARMA,Kapalı Alanda Mahsur Kalma,29.03.2024,ONUR
526,KURTARMA,Trafik Kazası,20.02.2024,SAVCILI
527,KURTARMA,Kapalı Alanda Mahsur Kalma,17.03.2024,GÜNES
528,KURTARMA,Kapalı Alanda Mahsur Kalma,17.03.2024,GERCIGIN
529,KURTARMA,Kapalı Alanda Mahsur Kalma,26.03.2024,KIBRIS
530,KURTARMA,Kapalı Alanda Mahsur Kalma,13.04.2024,23 NISAN
531,KURTARMA,Kapalı Alanda Mahsur Kalma,19.02.2024,60.YIL
532,KURTARMA,Kapalı Alanda Mahsur Kalma,22.02.2024,SAVCILI
533,KURTARMA,Kapalı Alanda Mahsur Kalma,1.10.2024,ONUR
534,KURTARMA,Kapalı Alanda Mahsur Kalma,1.10.2024,KONAK
535,KURTARMA,Kapalı Alanda Mahsur Kalma,4.09.2024,ISTIKLAL
536,KURTARMA,İntihar,25.05.2024,YESILEVLER
537,KURTARMA,Hayvan Kurtarma,7.05.2024,DEGIRMIÇEM
538,KURTARMA,Hayvan Kurtarma,16.05.2024,ONUR
539,KURTARMA,Hayvan Kurtarma,15.07.2024,BINEVLER
540,KURTARMA,Hayvan Kurtarma,31.05.2024,ONUR
541,KURTARMA,Hayvan Kurtarma,31.05.2024,BAHÇELIEVLER
542,KURTARMA,Hayvan Kurtarma,31.05.2024,KONAK
543,KURTARMA,Hayvan Kurtarma,16.04.2024,DENIZ
544,KURTARMA,Hayvan Kurtarma,16.04.2024,BEYAZLAR
545,KURTARMA,Sel/Su Baskını,17.08.2024,FIDANLIK
546,KURTARMA,Hayvan Kurtarma,24.07.2024,DEGIRMIÇEM
547,KURTARMA,Hayvan Kurtarma,1.09.2024,CUMHURIYET
548,KURTARMA,Hayvan Kurtarma,14.08.2024,SARIGÜLLÜK
549,KURTARMA,Sel/Su Baskını,16.05.2024,PANCARLI
550,KURTARMA,Hayvan Kurtarma,22.09.2024,ÖGRETMENEVLERI
551,KURTARMA,Hayvan Kurtarma,7.10.2024,YESILEVLER
552,KURTARMA,Hayvan Kurtarma,28.05.2024,KOLEJTEPE
553,KURTARMA,Hayvan Kurtarma,6.06.2024,IBRAHIMLI
554,KURTARMA,Hayvan Kurtarma,9.07.2024,GÜMÜSTEKIN
555,KURTARMA,Hayvan Kurtarma,4.07.2024,KONAK
556,KURTARMA,Hayvan Kurtarma,26.08.2024,BINEVLER
557,KURTARMA,Hayvan Kurtarma,19.02.2024,SARIGÜLLÜK
558,KURTARMA,Hayvan Kurtarma,25.02.2024,23 NISAN
559,KURTARMA,Hayvan Kurtarma,22.02.2024,ÖGRETMENEVLERI
560,KURTARMA,Hayvan Kurtarma,17.03.2024,BEYAZLAR
561,KURTARMA,Hayvan Kurtarma,17.03.2024,ONUR
562,KURTARMA,Hayvan Kurtarma,14.03.2024,BEYAZLAR
563,KURTARMA,Hayvan Kurtarma,11.03.2024,BAHÇELIEVLER
564,KURTARMA,Hayvan Kurtarma,2.01.2024,PANCARLI
565,KURTARMA,Hayvan Kurtarma,7.04.2024,SARIGÜLLÜK
566,KURTARMA,Hayvan Kurtarma,5.03.2024,KAVAKLIK
567,KURTARMA,Hayvan Kurtarma,1.04.2024,23 NISAN
568,KURTARMA,Hayvan Kurtarma,4.04.2024,KARATAS
569,KURTARMA,Hayvan Kurtarma,9.11.2024,15 TEMMUZ
570,KURTARMA,Hayvan Kurtarma,4.10.2024,YUKARIBAYIR
571,KURTARMA,Hayvan Kurtarma,3.11.2024,KAVAKLIK
572,KURTARMA,Hayvan Kurtarma,24.04.2024,GÜNEYKENT
573,KURTARMA,Hayvan Kurtarma,12.05.2024,YEDITEPE
574,KURTARMA,Hayvan Kurtarma,30.04.2024,AKKENT
575,KURTARMA,Hayvan Kurtarma,30.04.2024,SAHINTEPE
576,KURTARMA,Hayvan Kurtarma,28.04.2024,YEDITEPE
577,KURTARMA,Trafik Kazası,14.11.2024,KARATAS
578,KURTARMA,Hayvan Kurtarma,21.05.2024,KARATAS
579,KURTARMA,Hayvan Kurtarma,18.05.2024,ERTUGRULGAZI
580,KURTARMA,Trafik Kazası,3.09.2024,KARATAS
581,KURTARMA,Trafik Kazası,17.06.2024,YESILYURT
582,KURTARMA,Kapalı Alanda Mahsur Kalma,25.03.2024,MAVIKENT
583,KURTARMA,Kapalı Alanda Mahsur Kalma,12.12.2024,BESTEPE
584,KURTARMA,Kapalı Alanda Mahsur Kalma,12.04.2024,KARATAS
585,KURTARMA,Kapalı Alanda Mahsur Kalma,7.10.2024,SAHINTEPE
586,KURTARMA,Kapalı Alanda Mahsur Kalma,28.01.2024,YEDITEPE
587,KURTARMA,Asansörde Mahsur Kalma,27.10.2024,GÜNEYKENT
588,KURTARMA,Asansörde Mahsur Kalma,19.10.2024,BURÇ KARAKUYU
589,KURTARMA,Kapalı Alanda Mahsur Kalma,26.06.2024,ABDÜLHAMID HAN
590,KURTARMA,Kapalı Alanda Mahsur Kalma,9.07.2024,23 NISAN
591,KURTARMA,Diğer Kurtarmalar,20.11.2024,IBN-I SINA
592,KURTARMA,İntihar,23.06.2024,15 TEMMUZ
593,KURTARMA,Kapalı Alanda Mahsur Kalma,27.05.2024,KARATAS
594,KURTARMA,Kapalı Alanda Mahsur Kalma,27.05.2024,GÜNEYKENT
595,KURTARMA,Kapalı Alanda Mahsur Kalma,24.06.2024,KARATAS
596,KURTARMA,Kapalı Alanda Mahsur Kalma,20.06.2024,AKKENT
597,KURTARMA,Kapalı Alanda Mahsur Kalma,21.06.2024,KARATAS
598,KURTARMA,Diğer Kurtarmalar,21.05.2024,IBN-I SINA
599,KURTARMA,Asansörde Mahsur Kalma,23.12.2024,GÜNEYKENT
600,KURTARMA,Asansörde Mahsur Kalma,23.12.2024,BESTEPE
601,KURTARMA,Asansörde Mahsur Kalma,8.12.2024,AKKENT
602,KURTARMA,Asansörde Mahsur Kalma,30.09.2024,BURÇ KARAKUYU
603,KURTARMA,Diğer Kurtarmalar,25.08.2024,IBN-I SINA
604,KURTARMA,Diğer Kurtarmalar,24.02.2024,15 TEMMUZ
605,KURTARMA,İntihar,9.09.2024,SAHINTEPE
606,KURTARMA,Diğer Kurtarmalar,13.01.2024,GÜNEYKENT
607,KURTARMA,Asansörde Mahsur Kalma,20.07.2024,SAHINTEPE
608,KURTARMA,Asansörde Mahsur Kalma,12.07.2024,BESTEPE
609,KURTARMA,Asansörde Mahsur Kalma,25.08.2024,IBN-I SINA
610,KURTARMA,Diğer Kurtarmalar,15.10.2024,IBN-I SINA
611,KURTARMA,Asansörde Mahsur Kalma,6.04.2024,ERTUGRULGAZI
612,KURTARMA,Asansörde Mahsur Kalma,20.06.2024,SAHINTEPE
613,KURTARMA,Asansörde Mahsur Kalma,27.05.2024,MAVIKENT
614,KURTARMA,Asansörde Mahsur Kalma,6.06.2024,YEDITEPE
615,KURTARMA,Asansörde Mahsur Kalma,17.06.2024,SAHINTEPE
616,KURTARMA,Kapalı Alanda Mahsur Kalma,13.08.2024,GÜNEYKENT
617,KURTARMA,Kapalı Alanda Mahsur Kalma,23.07.2024,AKKENT
618,KURTARMA,Kapalı Alanda Mahsur Kalma,26.07.2024,BÜLBÜLZADE
619,KURTARMA,Kapalı Alanda Mahsur Kalma,29.07.2024,IBN-I SINA
620,KURTARMA,Kapalı Alanda Mahsur Kalma,9.05.2024,75.YIL
621,KURTARMA,Sel/Su Baskını,25.01.2024,GÜNEYKENT
622,KURTARMA,Hayvan Kurtarma,9.04.2024,ÇAMTEPE
623,KURTARMA,Asansörde Mahsur Kalma,28.03.2024,SAHINTEPE
624,KURTARMA,Hayvan Kurtarma,19.08.2024,SAHINTEPE
625,KURTARMA,Hayvan Kurtarma,29.07.2024,GÜNES
626,KURTARMA,Hayvan Kurtarma,12.04.2024,KARATAS
627,KURTARMA,Hayvan Kurtarma,15.04.2024,ÇAMTEPE
628,KURTARMA,Hayvan Kurtarma,4.01.2024,KARATAS
629,KURTARMA,Hayvan Kurtarma,21.04.2024,KARATAS
630,KURTARMA,Hayvan Kurtarma,18.04.2024,IBN-I SINA
631,KURTARMA,Hayvan Kurtarma,3.09.2024,SAHINTEPE
632,KURTARMA,Hayvan Kurtarma,7.03.2024,KARATAS
633,KURTARMA,Hayvan Kurtarma,28.01.2024,YEDITEPE
634,KURTARMA,Hayvan Kurtarma,24.11.2024,BÜLBÜLZADE
635,KURTARMA,Hayvan Kurtarma,30.10.2024,BURÇ ESENTEPE
636,KURTARMA,Hayvan Kurtarma,14.11.2024,BÜLBÜLZADE
637,KURTARMA,Hayvan Kurtarma,17.11.2024,ABDÜLHAMID HAN
638,KURTARMA,Hayvan Kurtarma,24.10.2024,GÜNEYKENT
639,KURTARMA,Hayvan Kurtarma,30.05.2024,BÜLBÜLZADE
640,KURTARMA,Hayvan Kurtarma,5.06.2024,AKKENT
641,KURTARMA,Hayvan Kurtarma,12.10.2024,KARATAS
642,KURTARMA,Hayvan Kurtarma,30.09.2024,GÜNEYKENT
643,KURTARMA,Hayvan Kurtarma,30.09.2024,GÜNEYKENT
644,KURTARMA,Hayvan Kurtarma,24.09.2024,SAHINTEPE
645,KURTARMA,Hayvan Kurtarma,22.09.2024,15 TEMMUZ
646,KURTARMA,Sel/Su Baskını,16.05.2024,PANCARLI
647,KURTARMA,Trafik Kazası,9.09.2024,AKBAYIR
648,KURTARMA,Kapalı Alanda Mahsur Kalma,31.03.2024,FEVZI ÇAKMAK
649,KURTARMA,Trafik Kazası,18.05.2024,BAGTEPE
650,KURTARMA,Kapalı Alanda Mahsur Kalma,1.04.2024,HÜRRIYET
651,KURTARMA,Hayvan Kurtarma,18.04.2024,SULTAN SELIM
652,KURTARMA,Kapalı Alanda Mahsur Kalma,26.07.2024,HÜRRIYET
653,KURTARMA,Trafik Kazası,26.12.2024,SULTAN SELIM
654,KURTARMA,Kapalı Alanda Mahsur Kalma,2.05.2024,SULTAN SELIM
655,KURTARMA,Kapalı Alanda Mahsur Kalma,15.10.2024,SULTAN SELIM
656,KURTARMA,Hayvan Kurtarma,15.10.2024,YÖRELI
657,KURTARMA,Hayvan Kurtarma,24.01.2024,BURAK
658,KURTARMA,Trafik Kazası,18.01.2024,YESILKENT
659,KURTARMA,Kapalı Alanda Mahsur Kalma,2.12.2024,SEYRANTEPE
660,KURTARMA,Trafik Kazası,23.10.2024,BILEK
661,KURTARMA,Kapı Açma,19.08.2024,GAZIKENT
662,KURTARMA,Asansörde Mahsur Kalma,25.08.2024,SEYRANTEPE
663,KURTARMA,Trafik Kazası,1.03.2024,KÜLLÜ
664,KURTARMA,Hayvan Kurtarma,18.05.2024,GÜLLÜK
665,KURTARMA,Trafik Kazası,19.01.2024,YAKACIK
666,KURTARMA,Hayvan Kurtarma,20.07.2024,OGUZLAR
667,KURTARMA,Hayvan Kurtarma,12.04.2024,GÜLLÜK
668,KURTARMA,Kapalı Alanda Mahsur Kalma,14.07.2024,FATIH
669,KURTARMA,Diğer Kurtarmalar,11.11.2024,FATIH
670,KURTARMA,Asansörde Mahsur Kalma,19.03.2024,FATIH
671,KURTARMA,Hayvan Kurtarma,2.03.2024,KARSIYAKA
672,KURTARMA,Kapalı Alanda Mahsur Kalma,7.10.2024,ETILER
673,KURTARMA,Trafik Kazası,7.05.2024,YARIMCA
674,KURTARMA,Hayvan Kurtarma,21.12.2024,KARSIYAKA
675,KURTARMA,Hayvan Kurtarma,1.09.2024,ETILER
676,KURTARMA,Hayvan Kurtarma,14.06.2024,YÖRELI
677,KURTARMA,Trafik Kazası,6.07.2024,OLUCAK
678,KURTARMA,Trafik Kazası,16.09.2024,ÇAKMAK
679,KURTARMA,Hayvan Kurtarma,18.07.2024,YENI
680,KURTARMA,Asansörde Mahsur Kalma,18.12.2024,BADEMLI
681,KURTARMA,Trafik Kazası,16.10.2024,KÖMÜRLER
682,KURTARMA,Trafik Kazası,24.11.2024,BADEMLI
683,KURTARMA,Hayvan Kurtarma,3.04.2024,ÖNCÜLER
684,KURTARMA,Trafik Kazası,6.12.2024,ALAÇALI
685,KURTARMA,Hayvan Kurtarma,23.12.2024,KELEKLI
686,KURTARMA,Asansörde Mahsur Kalma,26.11.2024,ÇARSI
687,KURTARMA,Hayvan Kurtarma,20.09.2024,BATIKENT
688,KURTARMA,Hayvan Kurtarma,20.09.2024,AKYOL
689,KURTARMA,Hayvan Kurtarma,20.09.2024,KONAK
690,KURTARMA,Hayvan Kurtarma,20.09.2024,ISTIKLAL
691,KURTARMA,Hayvan Kurtarma,20.09.2024,BINEVLER
692,KURTARMA,Hayvan Kurtarma,9.08.2024,ATATÜRK
693,KURTARMA,Hayvan Kurtarma,13.08.2024,GÜNES
694,KURTARMA,Hayvan Kurtarma,17.02.2024,LOJMANLAR
695,KURTARMA,Trafik Kazası,22.08.2024,KARANFIL
696,KURTARMA,Hayvan Kurtarma,2.05.2024,ETILER
697,KURTARMA,Diğer Kurtarmalar,13.11.2024,YOLAGZI
698,KURTARMA,Hayvan Kurtarma,21.04.2024,ASLANLI
699,KURTARMA,Trafik Kazası,30.07.2024,ATATÜRK
700,KURTARMA,Kapalı Alanda Mahsur Kalma,16.10.2024,ÇAMLICA
701,KURTARMA,Diğer Kurtarmalar,4.10.2024,HAFIZPASA
702,KURTARMA,Asansörde Mahsur Kalma,9.09.2024,MIMAR SINAN
703,KURTARMA,Trafik Kazası,8.09.2024,SEKILI
704,KURTARMA,Asansörde Mahsur Kalma,28.10.2024,SACIR
705,KURTARMA,Trafik Kazası,7.09.2024,FATIH
706,KURTARMA,Trafik Kazası,17.09.2024,GÜRSU
707,KURTARMA,Trafik Kazası,24.12.2024,YALNIZBAG
708,KURTARMA,Hayvan Kurtarma,4.05.2024,GÜRSU
709,KURTARMA,Hayvan Kurtarma,19.10.2024,KURTULUS
710,KURTARMA,Hayvan Kurtarma,28.09.2024,FATIH
711,KURTARMA,Hayvan Kurtarma,18.06.2024,OGUZLAR
712,KURTARMA,Hayvan Kurtarma,5.04.2024,DIREKLI
713,KURTARMA,Trafik Kazası,5.06.2024,FATIH
714,KURTARMA,Asansörde Mahsur Kalma,29.02.2024,FATIH
715,KURTARMA,Asansörde Mahsur Kalma,20.04.2024,FATIH
716,KURTARMA,Asansörde Mahsur Kalma,5.05.2024,FATIH
717,KURTARMA,Hayvan Kurtarma,22.12.2024,HACAR
718,KURTARMA,Hayvan Kurtarma,29.10.2024,FATIH
719,KURTARMA,Hayvan Kurtarma,13.11.2024,OGUZLAR
720,KURTARMA,Hayvan Kurtarma,30.08.2024,FATIH
721,KURTARMA,Hayvan Kurtarma,9.08.2024,GÜRSU
722,KURTARMA,Diğer Kurtarmalar,27.08.2024,OGUZLAR
723,KURTARMA,Trafik Kazası,4.08.2024,YAKACIK
724,KURTARMA,Trafik Kazası,2.04.2024,YARIMCA
725,KURTARMA,Hayvan Kurtarma,15.01.2024,HÜRRIYET
726,KURTARMA,Hayvan Kurtarma,8.09.2024,FEVZI ÇAKMAK
727,KURTARMA,Hayvan Kurtarma,3.06.2024,BURAK
728,KURTARMA,Hayvan Kurtarma,3.06.2024,GAZIKENT
729,KURTARMA,Hayvan Kurtarma,4.04.2024,BILEK
730,KURTARMA,Hayvan Kurtarma,7.09.2024,BELKIZ
731,KURTARMA,Sel/Su Baskını,19.04.2024,BURAK
732,KURTARMA,Sel/Su Baskını,25.04.2024,BELKIZ
733,KURTARMA,Sel/Su Baskını,13.04.2024,SANAYI
734,KURTARMA,Sel/Su Baskını,13.04.2024,BELKIZ
735,KURTARMA,Sel/Su Baskını,13.04.2024,BURAK
736,KURTARMA,Sel/Su Baskını,13.04.2024,BELKIZ
